外科の上下関係,2.5,2,外科 の 上下 関係,ゲカノジョウゲカンケイ
イカす、胃下垂。,3.0,2,イカ す 胃下垂,イカスイカスイ
女医と、エンジョイ。,3.8,7,女医 と エンジョイ,ジョイトエンジョイ
『残暑って、何ざんしょ ? 』,2.0,1,残暑 って 何 ざんしょ,ザンショッテナニザンショ
猛暑のスローモーション !!,1.0,1,猛暑 の スローモーション,モウショノスローモーション
Ａ：『あんた、運送会社の人 ? 』Ｂ：『うん、そう。』,3.0,4,Ａ ： あんた 運送 会社 の 人 Ｂ ： うん そう,エイ：アンタウンソウカイシャノヒトビー：ウンソウ
Ａ：『この荷物、配送して下さい。 』Ｂ：『はい、そうですか。』,3.3,3,Ａ ： この 荷物 配送 し て 下さい Ｂ ： はい そう です か,エイ：コノニモツハイソウシテクダサイビー：ハイソウデスカ
弁護士が、便後、死・・・。,3.2,4,弁護士 が 便 後 死,ベンゴシガビンゴシ
牧師の趣味は、ボクシング !!,3.0,3,牧師 の 趣味 は ボクシング,ボクシノシュミワボクシング
『教会に行くのは、今日かい？』,2.0,2,教会 に 行く の は 今日 かい,キョウカイニイクノワキョウカイ
『板前さん、しばらくそこに居たまえ。』,3.5,7,板前 さん しばらく そこ に 居 た ま え,イタマエサンシバラクソコニイタマエ
『ボクサーは、僕さ！』,1.0,1,ボクサー は 僕 さ,ボクサーワボクサ
ダンサーの優柔不断さ・・・。,2.0,1,ダンサー の 優柔不断 さ,ダンサーノユウジュウフダンサ
週６で収録！,2.3,3,週 ６ で 収録,シュウロクデシュウロク
『代数幾何、大好きか ?! 』,3.0,2,代数 幾何 大好き か,ダイスウキカダイスキカ
『地理は、バッチリ !! 』,3.0,5,地理 は バッチリ,チリワバッチリ
東芝の、凍死ババァ！！,3.0,2,東芝 の 凍死 ババ ァ,トウシバノトウシババァ
アーノルド・手話ルツネガー,3.0,2,アーノルド 手話 ルツネガー,アーノルドシュワルツネガー
『電子レンジにチャレンジ !! 』,1.0,1,電子 レンジ に チャレンジ,デンシレンジニチャレンジ
細胞研究用サイボーグ !!,2.0,2,細胞 研究 用 サイボーグ,サイボウケンキュウヨウサイボーグ
ドラムは、うちのドラ息子。,2.0,1,ドラム は うち の ドラ 息子,ドラムワウチノドラムスコ
Ａ：『山田君が、山で遭難したらしいな・・・。』Ｂ：『・・・そうなん・・・? 』,1.0,1,Ａ ： 山田 君 が 山 で 遭難 し た らしい な Ｂ ： そう なん,エイ：ヤマダクンガヤマデソウナンシタラシイナビー：ソウナン
馬車が、池にバシャッ !!,1.0,1,馬車 が 池 に バシャッ,バシャガイケニバシャッ
えんま大王特製「煙幕」!!,1.0,1,え ん ま 大王 特製 煙幕,エンマダイオウトクセイエンマク
ガキの、能書き !!,2.5,2,ガキ の 能書き,ガキノノウガキ
子供　　　　：『おばあちゃん、なんでメガネかけてるの ? 』おばあちゃん：『あたしゃ目がねぇ・・・・。』,2.5,2,子供 　 　 　 　 ： お ばあちゃん な んで メガネ かけ てる の お ばあちゃん ： あたしゃ 目 が ねぇ,コドモ　　　　：オバアチャンナンデメガネカケテルノオバアチャン：アタシャメガネェ
『先祖の供養なんか、誰もせんぞ !! 』,2.7,4,先祖 の 供養 なんか 誰 も せ ん ぞ,センゾノクヨウナンカダレモセンゾ
『バインダーがないと、ヤバいんだ～！』,3.0,6,バインダー が ない と ヤバ いん だ,バインダーガナイトヤバインダ
『このイスは、使い過ぎ !! 』,2.5,2,この イス は 使い 過ぎ,コノイスワツカイスギ
欧州から、押収。,2.6,3,欧州 から 押収,オウシュウカラオウシュウ
『強制送還、今日せぇや !! 』,3.0,3,強制 送還 今日 せ ぇや,キョウセイソウカンキョウセぇや
Ａ：『やっぱり、盗難防止には、カギをかけるに限る !! 』Ｂ：『しかし、泥棒にカギのありかを嗅ぎ付けられたらやばいぜ !! 』,2.5,2,Ａ ： やっぱり 盗難 防止 に は カギ を かける に 限る Ｂ ： しかし 泥棒 に カギ の あり か を 嗅ぎ付け られ たら やばい ぜ,エイ：ヤッパリトウナンボウシニワカギオカケルニカギルビー：シカシドロボウニカギノアリカオカギツケラレタラヤバイゼ
ホウキを、放棄 !!,1.0,1,ホウキ を 放棄,ホウキオホウキ
『コンドルは乗客いっぱいで、混んどるのう・・・。』,1.0,1,コンドル は 乗客 いっぱい で 混ん どる のう,コンドルワジョウキャクイッパイデコンドルノウ
カビに対して過敏症！,2.0,1,カビ に対して 過敏 症,カビニタイシテカビンショウ
『電話は、誰もでんわ・・・。』,3.0,2,電話 は 誰 も でんわ,デンワワダレモデンワ
カニは、必ずどこかにいる。,1.5,2,カニ は 必ず どこ か に いる,カニワカナラズドコカニイル
『このタイヤ、買いたいヤツいる ? 』,1.0,2,この タイヤ 買い たい ヤツ いる,コノタイヤカイタイヤツイル
『トイレに行っといレ !! 』,2.0,2,トイレ に 行っ とい レ,トイレニイットイレ
凡才の、盆栽 !!,2.0,1,凡才 の 盆栽,ボンサイノボンサイ
幽霊の言う、例 !!,2.0,1,幽霊 の 言う 例,ユウレイノイウレイ
クズ山が、崩れる !!,1.0,1,クズ 山 が 崩れる,クズヤマガクズレル
コンパで、疲労困憊 !!,2.8,5,コンパ で 疲労 困憊,コンパデヒロウコンパイ
中傷企業,2.0,1,中傷 企業,チュウショウキギョウ
『早く旋回せんかい !! 』,3.4,10,早く 旋回 せ ん かい,ハヤクセンカイセンカイ
テントで、店頭販売 ！！,2.7,4,テント で 店頭 販売,テントデテントウハンバイ
世界中の怪獣 !!,2.6,3,世界中 の 怪獣,セカイジュウノカイジュウ
解読書は、お買い得 !!,3.0,1,解読 書 は お買い得,カイドクショワオカイドク
ランプを持って、知らんぷり !!,3.0,1,ランプ を 持っ て 知らんぷり,ランプオモッテシランプリ
『一億円は、一応食えん !! 』,3.0,2,一 億 円 は 一応 食え ん,イチオクエンワイチオウクエン
『柱の上を走らないこと !! 』,2.0,1,柱 の 上 を 走ら ない こと,ハシラノウエオハシラナイコト
『トロイカは、とろいか ? 』,2.0,1,トロイカ は とろい か,トロイカワトロイカ
令嬢の、逮捕令状 !!,2.0,1,令嬢 の 逮捕 令状,レイジョウノタイホレイジョウ
コケシの、ズッコケシーン !!,1.0,1,コケ シ の ズッコケシーン,コケシノズッコケシーン
『塗装を、落とそう !! 』,2.0,2,塗装 を 落とそ う,トソウオオトソウ
『下駄箱に何が入ってるかな・・・・・ ?　げっ、タバコだっ !! 』,3.0,2,下駄 箱 に 何 が 入っ てる か な 　 げっ タバコ だっ,ゲタバコニナニガハイッテルカナ　ゲッタバコダッ
フェンスで、ディフェンス !!,2.5,2,フェンス で ディフェンス,フェンスデディフェンス
『オレ、大使になりたいしー・・・。』,2.0,2,オレ 大使 に なり たい し ー,オレタイシニナリタイシー
寄生虫は、ただいま帰省中 !!,3.4,5,寄生虫 は ただいま 帰省 中,キセイチュウワタダイマキセイチュウ
剣山を持って、『ただいま見参 !! 』,1.0,1,剣山 を 持っ て ただいま 見参,ケンザンオモッテタダイマケンザン
『ヒーターで、風邪ひいた !! 』,1.0,1,ヒーター で 風邪 ひい た,ヒーターデカゼヒイタ
『タデ食う虫、本当にいたで！』,2.5,2,タデ 食う 虫 本当に い た で,タデクウムシホントウニイタデ
『四天王、何してんの～（怒）』,3.5,4,四天王 何 し てん の 怒,シテンノウナニシテンノイカ
魅入られたミイラ !!,2.0,1,魅入ら れ た ミイラ,ミイラレタミイラ
ガスを探す。,1.0,1,ガス を 探す,ガスオサガス
『廊下で走ろうか ? 』,2.5,2,廊下 で 走ろ う か,ロウカデハシロウカ
ホースで、放水 !!,3.0,2,ホース で 放水,ホースデホウスイ
『ナットの締まりが、なっとらん !! 』,3.5,2,ナット の 締まり が なっ とら ん,ナットノシマリガナットラン
『くない喰らうと、痛くない ? 』 ,2.7,4,く ない 喰らう と 痛く ない,クナイクラウトイタクナイ
『ブレーカーは、無礼か ? 』,2.0,1,ブレーカー は 無礼 か,ブレーカーワブレイカ
『家賃の滞納は、避けたいのう・・・。』,3.1,7,家賃 の 滞納 は 避け たい のう,ヤチンノタイノウワサケタイノウ
『サンデーは、誰にも渡さんでー !! 』,2.0,2,サンデー は 誰 に も 渡 さん で ー,サンデーワダレニモワタリサンデー
Ａ：『おまえ、それは邪道やろ・・・。』Ｂ：『じゃ、どうすりゃいいんだ ? 』,3.0,3,Ａ ： おまえ それ は 邪道 やろ Ｂ ： じゃ どう すりゃ いい ん だ,エイ：オマエソレワジャドウヤロビー：ジャドウスリャイインダ
地雷に対する、恥じらい。,3.0,2,地雷 に対する 恥じらい,ジライニタイスルハジライ
拉致しても、ラチがあかん！,2.7,4,拉致 し て も ラチ が あかん,ラチシテモラチガアカン
エレベーターガール「ご利用回数は？」客「初めてです。」,2.4,5,エレベーター ガール ご 利用 回数 は 客 初めて です,エレベーターガールゴリヨウカイスウワキャクハジメテデス
北前船に、乗りに来たまえ。,3.0,3,北前 船 に 乗り に 来 た ま え,キタマエセンニノリニキタマエ
若泉さんとは、和解済み。,3.5,6,若 泉 さん と は 和解 済み,ワカイズミサントワワカイズミ
『どう見ても中年やっちゅうねん！』,3.3,6,どう 見 て も 中年 や っちゅう ねん,ドウミテモチュウネンヤッチュウネン
ネギを値切る,3.0,3,ネギ を 値切る,ネギオネギル
お食事券で汚職事件,3.6,8,お 食事 券 で 汚職 事件,オショクジケンデオショクジケン
カエルがひっくり返る！,2.5,10,カエル が ひっくり返る,カエルガヒックリカエル
美容師は、とんとんびょうし！,1.0,5,美容 師 は とんとん びょう し,ビヨウシワトントンビョウシ
栗の木をくりぬいた,3.0,1,栗 の 木 を くりぬい た,クリノキオクリヌイタ
モノレールにも、乗れ～る～！,3.6,5,モノレール に も 乗れる,モノレールニモノレル
副操縦士は服装重視。,4.1,55,副 操縦 士 は 服装 重視,フクソウジュウシワフクソウジュウシ
妹をイモウトコントロールする,1.0,3,妹 を イモウトコントロール する,イモウトオイモウトコントロールスル
「お父さん、イカが怒ってるよ！」「なに!?そりゃイカんなぁ」,2.5,2,お父さん イカ が 怒っ てる よ なに そりゃ イカ ん なぁ,オトウサンイカガオコッテルヨナニソリャイカンナァ
我がママは、ワガカマだ！,3.5,2,我が ママ は ワガカマ だ,ワガママワワガカマダ
イケアに行けや！,3.0,1,イケア に 行け や,イケアニイケヤ
女子付きの除湿器,3.3,3,女子 付き の 除 湿 器,ジョシツキノジョシメウツワ
コチジャンは、こっちじゃん！,2.6,3,コチジャン は こっち じゃん,コチジャンワコッチジャン
本がおぼれてブックブック,3.2,5,本 が おぼれ て ブック ブック,ホンガオボレテブックブック
ワックスをかけた　　　　わ～～～クスクス,3.5,2,ワックス を かけ た 　 　 　 　 わ クス クス,ワックスオカケタ　　　　ワクスクス
ステルスを捨てるッス！,2.5,2,ステルス を 捨てる ッス,ステルスオステルッス
あったかいものは、あったかい?,3.0,1,あったかい もの は あったかい,アッタカイモノワアッタカイ
父さんは、ここを通さん,2.0,1,父さん は ここ を 通さ ん,トウサンワココオトオサン
パパラッチが、パパ拉致！,2.0,1,パパ ラッチ が パパ 拉致,パパラッチガパパラチ
宅間伸が愛用している、美味しいご飯を炊くマシーン！,2.0,1,宅間 伸 が 愛用 し て いる 美味しい ご飯 を 炊く マシーン,タクマシンガアイヨウシテイルオイシイゴハンオタクマシーン
ラーメン屋でトウバンジャンを見て ふと思った！やばい……今日、掃除当番じゃん！,2.0,1,ラーメン 屋 で トウバンジャン を 見 て ふと 思っ た やばい … … 今日 掃除 当番 じゃん,ラーメンヤデトウバンジャンオミテフトオモッタヤバイ……キョウソウジトウバンジャン
ドコモの携帯置き忘れた、どこも探したけどないよ,1.0,1,ドコモ の 携帯 置き忘れ た どこ も 探し た けど ない よ,ドコモノケイタイオキワスレタドコモサガシタケドナイヨ
寄せ書きするのよせ、ガキ！,3.6,12,寄せ書き する の よせ ガキ,ヨセガキスルノヨセガキ
ラルクのHYDEが お笑いに目覚めた………パチパチパチパチ「はい、どうも～！」,3.0,1,ラルク の HYDE が お笑い に 目覚め た … … … パチ パチ パチ パチ はい どうも,ラルクノHYDEガオワライニメザメタ………パチパチパチパチハイドウモ
中曽根総理を、泣かそうね！,3.5,4,中曽根 総理 を 泣かそ う ね,ナカソネソウリオナカソウネ
中州で泣かす！,3.0,1,中州 で 泣かす,ナカスデナカス
スパイのスパイク,2.0,1,スパイ の スパイク,スパイノスパイク
阿部零士のアベレージ,3.5,4,阿部 零 士 の アベレージ,アベレイシノアベレージ
ボードで暴動！,2.7,4,ボード で 暴動,ボードデボウドウ
クリステルが、ビックリしてる！,2.7,4,クリステル が ビックリ し てる,クリステルガビックリシテル
Wiiはとっても初々しい！,2.5,2,Wii は とっても 初々しい,Wiiワトッテモウイウイシイ
産婆がサンバ！,3.0,1,産婆 が サンバ,サンバガサンバ
新庄の心情・・・,2.5,2,新庄 の 心情,シンジョウノシンジョウ
セロのマジック、辞めさせろ！,3.5,2,セロ の マジック 辞め させろ,セロノマジックヤメサセロ
天ぷらを添付らー！,1.0,1,天ぷら を 添付 ら ー,テンプラオテンプラー
丸刈りでマルガリータ,4.0,2,丸刈り で マルガリータ,マルガリデマルガリータ
スタン・ハンセンが、反戦！,2.6,3,スタンハンセン が 反戦,スタンハンセンガハンセン
マクロスは、真っ黒ッス！,3.0,2,マクロス は 真っ黒 ッス,マクロスワマックロッス
オーク材のオークション,2.0,1,オーク 材 の オーク ション,オークザイノオークション
大会に行きたいかい?,2.0,1,大会 に 行き たい かい,タイカイニイキタイカイ
毛根は、もう来ん・・・,3.7,4,毛根 は もう 来ん,モウコンワモウキタン
区内にもう居たくない,3.8,7,区内 に もう 居 たく ない,クナイニモウイタクナイ
南海に、何回行くの?,2.0,1,南海 に 何 回 行く の,ナンカイニナンカイイクノ
銭湯で戦闘するな!!,2.0,1,銭湯 で 戦闘 する な,セントウデセントウスルナ
この鳥、捕りにくい,1.0,1,この 鳥 捕り にくい,コノトリトリニクイ
トルコを撮る子,3.0,1,トルコ を 撮る 子,トルコオトルコ
ゴミの醍醐味,4.0,1,ゴミ の 醍醐味,ゴミノダイゴミ
大差をつけたいさ,3.0,2,大差 を つけ たい さ,タイサオツケタイサ
蕎麦で、遊ばせろ！,2.0,1,蕎麦 で 遊ば せろ,ソバデアソバセロ
スガシカオの顔は、清々しぃ顔！,3.8,6,スガシカオ の 顔 は 清々し ぃ 顔,スガシカオノカオワスガスガシぃガオ
大佐に大差！,2.0,1,大佐 に 大差,タイサニタイサ
缶が噛んだ！,1.0,1,缶 が 噛ん だ,カンガカンダ
アルミ缶の上にあるミカン,3.2,7,アルミ 缶 の 上 に ある ミカン,アルミカンノウエニアルミカン
メイヤはオレの姪やねん!,3.0,1,メイヤ は オレ の 姪 や ねん,メイヤワオレノメイヤネン
神田うのが、噛んだ!,3.0,1,神田 うの が 噛ん だ,カンダウノガカンダ
ロンリーな論理,2.5,2,ロンリー な 論理,ロンリーナロンリ
内科に行っても意味ないか。,2.0,1,内科 に 行っ て も 意味 ない か,ナイカニイッテモイミナイカ
添乗員、天井いんの？,2.0,2,添乗 員 天井 い ん の,テンジョウインテンジョウインノ
久保のエクボ,2.8,5,久保 の エクボ,クボノエクボ
万年床に、してまんねん！,3.0,2,万年床 に し て ま ん ねん,マンネンドコニシテマンネン
タクシーで、ご飯炊くし～,2.8,6,タクシー で ご飯 炊く し,タクシーデゴハンタクシ
胃炎を起こした、オブライエン。,3.0,4,胃炎 を 起こし た オブライエン,イエンオオコシタオブライエン
マナー違反の、炊飯ジャー,3.0,1,マナー 違反 の 炊飯 ジャー,マナーイハンノスイハンジャー
ホーチミンで、放置プレイ！,2.6,3,ホーチミン で 放置 プレイ,ホーチミンデホウチプレイ
江戸のエドウィン,3.0,1,江戸 の エドウィン,エドノエドウィン
神社でジンジャーエール,3.0,1,神社 で ジンジャー エール,ジンジャデジンジャーエール
プロのポリスが、プロポリス！,2.0,2,プロ の ポリス が プロ ポリス,プロノポリスガプロポリス
商いは、飽きない？,3.0,1,商い は 飽き ない,アキナイワアキナイ
ヒゲを卑下！,2.0,1,ヒゲ を 卑下,ヒゲオヒゲ
湖面でコメント,3.0,3,湖面 で コメント,コメンデコメント
イルカは居るか？,1.0,2,イルカ は 居る か,イルカワイルカ
ゲリラで下痢ら～,3.0,1,ゲリラ で 下痢 ら,ゲリラデゲリラ
鑑定したら、アカンって～,3.0,1,鑑定 し たら アカ ン って,カンテイシタラアカンッテ
総理がsorry...,1.5,2,総理 が sorry ...,ソウリガsorry...
稲葉がイナバウアー,2.5,2,稲葉 が イナバウアー,イナバガイナバウアー
地価の安い地下１階は近いかい？,2.0,1,地価 の 安い 地下 １ 階 は 近い かい,チカノヤスイチカイチカイワチカイカイ
新庄が、一身上の都合により復帰！,4.0,1,新庄 が 一身上 の 都合 により 復帰,シンジョウガイッシンジョウノツゴウニヨリフッキ
明智光秀が お餅を３つしかくれなかった！あ～ケチッ！３つ？ ひでぇ～,3.0,5,明智 光秀 が お 餅 を ３つ しか くれ なかっ た あ ケチッ ３つ ひで ぇ,アケチミツヒデガオモチオミッツシカクレナカッタアケチッミッツヒデぇ
かせきさいだーは、過積載だー！,3.0,2,かせ き さい だ ー は 過 積載 だ ー,カセキサイダーワカセキサイダー
採光は、サイコー！,3.0,1,採光 は サイコー,サイコウワサイコー
僕の家、変電所の近くにあるんだ。変でしょ？,3.6,3,僕 の 家 変電 所 の 近く に ある ん だ 変 でしょ,ボクノイエヘンデンショノチカクニアルンダヘンデショ
コロンビアでは転びやすい。,3.6,3,コロンビア で は 転び やすい,コロンビアデワコロビヤスイ
Ａ：『今日は何曜日？？』Ｂ：『火曜日』Ａ：『ホントかよぅ～～』,3.8,7,Ａ ： 今日 は 何 曜日 Ｂ ： 火曜日 Ａ ： ホント か よぅ,エイ：キョウワナニヨウビビー：カヨウビエイ：ホントカヨゥ
そこのトマト、止まっといて＾＾,3.3,6,そこ の トマト 止まっ とい て ＾ ＾,ソコノトマトトマットイテ＾＾
Ａ：『車って英語でなんて言うんだっけ？』Ｂ：『Ｃａｒだよ』Ａ：『そっか～～』,3.0,4,Ａ ： 車 って 英語 で なんて 言う ん だ っけ Ｂ ： Ｃａｒ だ よ Ａ ： そっ か,エイ：クルマッテエイゴデナンテイウンダッケビー：Ｃａｒダヨエイ：ソッカ
ビリヤードのお前の順位はビリや～ど～！,3.0,1,ビリヤード の お前 の 順位 は ビリ や ど,ビリヤードノオマエノジュンイワビリヤド
店頭で転倒！,4.0,2,店頭 で 転倒,テントウデテントウ
GIジョーの、慈愛じゃー！,3.0,1,GI ジョー の 慈愛 じゃー,GIジョーノジアイジャー
Ａ「東海で倒壊！」Ｂ「それって本当かい？」,2.0,1,Ａ 東海 で 倒壊 Ｂ それ って 本当 かい,エイトウカイデトウカイビーソレッテホントウカイ
子機をコキ使う,4.0,1,子 機 を コキ 使う,コキオコキツカウ
お山の上で布団が吹っ飛んだ！！おやまぁ～～,2.8,6,お山 の 上 で 布団 が 吹っ飛ん だ おや まぁ,オヤマノウエデフトンガフットンダオヤマァ
漢字を書いて『おっ！いい感じ！！』,2.8,5,漢字 を 書い て おっ いい 感じ,カンジオカイテオッイイカンジ
豪快に、泳ごうかい！,3.8,9,豪快 に 泳ご う かい,ゴウカイニオヨゴウカイ
抹茶が余っちゃった,3.7,8,抹茶 が 余っ ちゃっ た,マッチャガアマッチャッタ
グミの勝ち組,2.0,1,グミ の 勝ち 組,グミノカチグミ
王女を、追うじょ～,2.5,2,王女 を 追う じ ょ,オウジョオオウジょ
廊下が老化,3.0,1,廊下 が 老化,ロウカガロウカ
爆弾を担いで踊る バックダンサー！,4.0,1,爆弾 を 担い で 踊る バック ダンサー,バクダンオカツイデオドルバックダンサー
野球部、嫌々休部,3.0,1,野球 部 嫌 々 休部,ヤキュウブイヤ々キュウブ
